generation_rule_id,source_rule_id,generation_tier,label,concept,relation,semantic_family,attribute_key,anchor_hint,allowed_categories,generation_action,required_postcondition,selection_reason,category,attribute_key_source,observed_attribute_key_support,top_observed_attribute_keys,all_pair_support,all_label0,all_label1,all_occurrence_target_probability,singleton_support,singleton_label0,singleton_label1,singleton_target_probability,discovery_singleton_support,validation_singleton_support,example_pair_ids,example_value_pairs
gen_stat_ec818e938162c651,stat_ec818e938162c651,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,package_quantity,different_value,statistical_atomic_difference,Количество в упаковке,"Создай товар, где характеристику «Количество в упаковке» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Не дублируй количество в комплектации или других числовых полях; целевое значение относится именно к числу одинаковых единиц товара.",['Продукты питания'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Продукты питания,override,37,"[{'attribute_key': 'единиц в одном товаре', 'support': 37}, {'attribute_key': 'количество предметов в упаковке', 'support': 7}, {'attribute_key': 'количество в упаковке', 'support': 4}, {'attribute_key': 'количество упаковок', 'support': 4}, {'attribute_key': 'количество штук в упаковке', 'support': 1}]",542,514,28,0.948339483394834,46,44,2,0.9565217391304348,39,7,rp_ae90af2ba531aaa90b6da8f6;rp_d09700d977a1e8c5bc10ce41;rp_44ab5f93b5eb239bb92856f0,6 | 10 штук | 1
gen_stat_790a17ee56cbeb15,stat_790a17ee56cbeb15,STAT_LABEL0_MIN2_P80,0,product_form,different_value,statistical_atomic_difference,Форма продукта,"Создай товар, где характеристику «Форма продукта» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. В частности, не указывай состав, сырьё, конструкцию или назначение, которые верны только для исходного значения.",['Продукты питания'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Продукты питания,static_pair_rule_mapping,1,"[{'attribute_key': 'форма мармелада', 'support': 1}]",70,60,10,0.8571428571428571,2,2,0,1.0,2,0,rp_44ab5f93b5eb239bb92856f0;rp_da371970f2fa93f89dc3a0ae;rp_c63ebf965282ceb8ba4eb275,в зернах | орехи в меду | кофе растворимый
gen_stat_b36befcee3848b2a,stat_b36befcee3848b2a,STAT_LABEL0_MIN2_P80,0,product_line,different_value,statistical_atomic_difference,Линейка,"Создай товар, где характеристику «Линейка» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Продукты питания'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Продукты питания,override,0,[],33,29,4,0.8787878787878788,4,4,0,1.0,4,0,rp_543c9f5c0c1be6057c9e9a2a;rp_ae8353f03534a15c989e8277;rp_3c05470c00d5798f046f6848,genova livanto | kilimanjaro | moka cremoso №20
gen_stat_3c215f455e26cc32,stat_3c215f455e26cc32,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,tea_variety,different_value,statistical_atomic_difference,Сорт чая,"Создай товар, где характеристику «Сорт чая» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Продукты питания'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Продукты питания,override,1,"[{'attribute_key': 'сорт чая', 'support': 1}]",34,33,1,0.9705882352941176,2,2,0,1.0,1,1,rp_fc57af6bf99f0897442c94c9;rp_8eea48406ef20af04c7aae0e;rp_bb4e531f2aa46107722aa401,дянь хун | улун; зеленый | индийский
gen_stat_df0bb20f3f8cd394,stat_df0bb20f3f8cd394,STAT_LABEL0_MIN2_P80,0,type,different_value,statistical_atomic_difference,Вид товара,"Создай товар, где характеристику «Вид товара» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. В частности, не указывай состав, сырьё, конструкцию или назначение, которые верны только для исходного значения.",['Продукты питания'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Продукты питания,override,18,"[{'attribute_key': 'тип', 'support': 18}, {'attribute_key': 'вид продукта', 'support': 1}]",380,319,61,0.8394736842105263,14,12,2,0.8571428571428571,14,0,rp_b80ee711df75ca3c5762922b;rp_0a0946478143a0671c6d6601;rp_ae90af2ba531aaa90b6da8f6,съедобная картина | ванильный сахар | напиток сокосодержащий
gen_stat_2532c21055507f99,stat_2532c21055507f99,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,color_code,different_value,statistical_atomic_difference,Название цвета,"Создай товар, где характеристику «Название цвета» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Спорт и отдых'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Спорт и отдых,override,8,"[{'attribute_key': 'название цвета', 'support': 8}, {'attribute_key': 'цвет товара', 'support': 3}]",89,86,3,0.9662921348314607,15,14,1,0.9333333333333333,10,5,rp_08c1e109c05d074e14fe1ed7;rp_b89d186bf84bf1114df833d5;rp_fed44a7cc1e28728e5c4991f,305 | 005 | 10
gen_stat_04eb3f090bca4321,stat_04eb3f090bca4321,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,hook_size,different_value,statistical_atomic_difference,Размер крючка,"Создай товар, где характеристику «Размер крючка» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Спорт и отдых'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Спорт и отдых,static_pair_rule_mapping,3,"[{'attribute_key': 'размер', 'support': 3}]",29,27,2,0.9310344827586207,5,5,0,1.0,3,2,rp_cb00263d45b7d4eb8671af74;rp_1e4f0825193004d69148b630;rp_a80d168d835dc440132dcbcd,1 | 6 | 2
gen_stat_df810246b93d7284,stat_df810246b93d7284,STAT_LABEL0_MIN2_P80,0,package_quantity,different_value,statistical_atomic_difference,Количество в упаковке,"Создай товар, где характеристику «Количество в упаковке» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Не дублируй количество в комплектации или других числовых полях; целевое значение относится именно к числу одинаковых единиц товара.",['Спорт и отдых'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Спорт и отдых,override,4,"[{'attribute_key': 'комплектация', 'support': 4}, {'attribute_key': 'количество упаковок, шт', 'support': 3}, {'attribute_key': 'количество в упаковке, шт', 'support': 2}, {'attribute_key': 'количество шариков', 'support': 2}, {'attribute_key': 'количество в комплекте', 'support': 1}]",172,153,19,0.8895348837209303,16,13,3,0.8125,14,2,rp_bc1bd3207fea9dea8aa13132;rp_eb2dfeeb9c62b4710910587a;rp_2a3150bbd3e77d2749d98160,10 шт. | 10 | 1
gen_stat_ebaff8c65d44149b,stat_ebaff8c65d44149b,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,volume,different_value,statistical_atomic_difference,Объем,"Создай товар, где характеристику «Объем» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Спорт и отдых'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Спорт и отдых,override,2,"[{'attribute_key': 'объем, мл', 'support': 2}, {'attribute_key': 'объем бассейна, л', 'support': 1}, {'attribute_key': 'объём', 'support': 1}]",47,39,8,0.8297872340425532,7,6,1,0.8571428571428571,5,2,rp_fb80f57fb1f740f1e5ff7f16;rp_291350e9aad1f46d93f885c3;rp_862fd0e988c8f2d3edf91c77,800 мл | 25 мл | 15l
gen_stat_8e415f708b98f716,stat_8e415f708b98f716,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,wheel_diameter,different_value,statistical_atomic_difference,Диаметр колес,"Создай товар, где характеристику «Диаметр колес» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Спорт и отдых'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Спорт и отдых,static_pair_rule_mapping,4,"[{'attribute_key': 'диаметр колес, дюймы', 'support': 4}, {'attribute_key': 'диаметр', 'support': 2}, {'attribute_key': 'диаметр колес (дюймы)', 'support': 1}]",69,69,0,1.0,4,4,0,1.0,3,1,rp_8eee48d81b7b3689c72e969e;rp_8afb5f2e429312f4f8c245ca;rp_99c1fbebd29a95d9588b0463,"26 | 29 | 27,5"
gen_stat_13bc6f8848fbdcf2,stat_13bc6f8848fbdcf2,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,diameter,different_value,statistical_atomic_difference,Диаметр,"Создай товар, где характеристику «Диаметр» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Строительство и ремонт'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Строительство и ремонт,static_pair_rule_mapping,2,"[{'attribute_key': 'диаметр сверла', 'support': 2}, {'attribute_key': 'диаметр, мм', 'support': 2}, {'attribute_key': 'диаметр', 'support': 2}, {'attribute_key': 'диаметр сверл, мм', 'support': 2}, {'attribute_key': 'диаметр присоединения, мм', 'support': 1}]",125,122,3,0.976,7,6,1,0.8571428571428571,5,2,rp_9c3ae9d5d3d4b984f6600f06;rp_a230f59397ffee5181da58df;rp_c093da79d1fa68320b5a100d,"6,0 мм | 4 | 32"
gen_stat_8e133bfac00ef3e8,stat_8e133bfac00ef3e8,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,length,different_value,statistical_atomic_difference,Длина,"Создай товар, где характеристику «Длина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Строительство и ремонт'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Строительство и ремонт,override,8,"[{'attribute_key': 'длина', 'support': 8}, {'attribute_key': 'длина, мм', 'support': 8}, {'attribute_key': 'длина, м', 'support': 5}, {'attribute_key': 'длина кабеля (м)', 'support': 1}]",449,416,33,0.9265033407572383,23,21,2,0.9130434782608695,18,5,rp_d34308bcb7202a41c0b2cd29;rp_801da783ed79f3e01d88af07;rp_9c3ae9d5d3d4b984f6600f06,770 | 108 мм | 10 м
gen_stat_a60dff17ebc1ca48,stat_a60dff17ebc1ca48,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,model,different_value,statistical_atomic_difference,Модель,"Создай товар, где характеристику «Модель» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Строительство и ремонт'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Строительство и ремонт,override,5,"[{'attribute_key': 'модель', 'support': 5}, {'attribute_key': 'torx', 'support': 1}, {'attribute_key': 'партномер', 'support': 1}, {'attribute_key': 'артикул', 'support': 1}]",744,678,66,0.9112903225806451,39,33,6,0.8461538461538461,30,9,rp_269052b7c39f3fd320c7c4de;rp_97af233c05ae01c82b38bfd2;rp_dbbd740160df1730d95fe2bd,aris-b | crete (cr3535-63) | hb76857
gen_stat_5f3794d4fb9e51d1,stat_5f3794d4fb9e51d1,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,package_quantity,different_value,statistical_atomic_difference,Количество в упаковке,"Создай товар, где характеристику «Количество в упаковке» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Не дублируй количество в комплектации или других числовых полях; целевое значение относится именно к числу одинаковых единиц товара.",['Строительство и ремонт'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Строительство и ремонт,override,19,"[{'attribute_key': 'единиц в одном товаре', 'support': 19}, {'attribute_key': 'количество в упаковке', 'support': 5}, {'attribute_key': 'комплектация', 'support': 4}, {'attribute_key': 'количество предметов в упаковке', 'support': 3}, {'attribute_key': 'кол-во в упаковке', 'support': 1}]",278,271,7,0.9748201438848921,34,33,1,0.9705882352941176,25,9,rp_7de5851c5ed52c8181c76741;rp_801da783ed79f3e01d88af07;rp_eaad01a8220d86b610d9588b,1 | 5шт | 3
gen_stat_fa3d65104e680308,stat_fa3d65104e680308,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,size,different_value,statistical_atomic_difference,Размер,"Создай товар, где характеристику «Размер» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Строительство и ремонт'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Строительство и ремонт,override,3,"[{'attribute_key': 'размер ключа', 'support': 3}, {'attribute_key': 'длина, мм', 'support': 1}, {'attribute_key': 'размер ключа, в миллиметрах', 'support': 1}]",33,32,1,0.9696969696969697,6,6,0,1.0,4,2,rp_10fa11eab2be79597d00fe05;rp_aec4a5a940739c9f5a62f5ce;rp_88747623c07952add4e95fff,"2,5-4мм | 32x3/4"" | 18 мм"
gen_stat_1fafafa6472c4f96,stat_1fafafa6472c4f96,STAT_LABEL0_MIN2_P80,0,color,different_value,statistical_atomic_difference,Цвет товара,"Создай товар, где характеристику «Цвет товара» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Товары для животных,override,36,"[{'attribute_key': 'цвет товара', 'support': 36}, {'attribute_key': 'цвет', 'support': 20}, {'attribute_key': 'название цвета', 'support': 2}, {'attribute_key': 'цвет поводка', 'support': 1}, {'attribute_key': 'цвет свечения', 'support': 1}]",312,259,53,0.8301282051282052,70,56,14,0.8,50,20,rp_9be72f38f896e7544db5db27;rp_dd099d2f154f8dd46481a1b7;rp_df099fa933c20b6736de3521,серый | красный | синий
gen_stat_5aaf89646570a67c,stat_5aaf89646570a67c,STAT_LABEL0_MIN2_P80,0,length,different_value,statistical_atomic_difference,Длина,"Создай товар, где характеристику «Длина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Товары для животных,override,1,"[{'attribute_key': 'длина поводка, м', 'support': 1}, {'attribute_key': 'длина', 'support': 1}]",101,97,4,0.9603960396039604,4,4,0,1.0,4,0,rp_8ce08c2a2aef6b5d24814580;rp_df099fa933c20b6736de3521;rp_fd2d1ffcf6f28e68bb25958f,"45 см | 33 см | 1,5 метра"
gen_stat_3936ee519b6ef23d,stat_3936ee519b6ef23d,STAT_LABEL0_MIN2_P80,0,package_quantity,different_value,statistical_atomic_difference,Количество в упаковке,"Создай товар, где характеристику «Количество в упаковке» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Не дублируй количество в комплектации или других числовых полях; целевое значение относится именно к числу одинаковых единиц товара.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Товары для животных,override,18,"[{'attribute_key': 'единиц в одном товаре', 'support': 18}, {'attribute_key': 'количество предметов в упаковке', 'support': 6}, {'attribute_key': 'комплектация', 'support': 4}, {'attribute_key': 'количество штук в упаковке', 'support': 2}, {'attribute_key': 'количество игрушек в одной упаковке', 'support': 1}]",359,335,24,0.9331476323119777,27,22,5,0.8148148148148148,21,6,rp_b38778e6ce40a1fdc9d51920;rp_8a773396ea7153320c63d2a2;rp_51e8d3d7cc272ea46563f291,1 | 2 | 2 шт.
gen_stat_71a92b565f5e9ca8,stat_71a92b565f5e9ca8,STAT_LABEL0_MIN2_P80,0,product_line,different_value,statistical_atomic_difference,Линейка,"Создай товар, где характеристику «Линейка» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Товары для животных,override,0,[],58,49,9,0.8448275862068966,5,4,1,0.8,5,0,rp_e0bb4ce6630d82440df58417;rp_2ad1289495193189c61a2a68;rp_d483d15236211a3d901abb68,"древесный, мелкие гранулы | preventive line gastrointestinal | clan"
gen_stat_e43eb56be959a7d7,stat_e43eb56be959a7d7,STAT_LABEL0_UNANIMOUS_OVERRIDE,0,scent,different_value,statistical_atomic_difference,Аромат,"Создай товар, где характеристику «Аромат» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Товары для животных,override,3,"[{'attribute_key': 'аромат', 'support': 3}]",34,25,9,0.7352941176470589,5,5,0,1.0,4,1,rp_247c8563c38a98c103be2ea6;rp_8ac9c8b12d54fbf76bbd2c42;rp_b17cd587867d2e22615d441c,мимоза | зеленый чай | с ароматом сакуры
gen_stat_d8a7ef34f67b01d3,stat_d8a7ef34f67b01d3,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,size,different_value,statistical_atomic_difference,Размер,"Создай товар, где характеристику «Размер» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Товары для животных,override,1,"[{'attribute_key': 'размер одежды/аксессуара для животных', 'support': 1}, {'attribute_key': 'комплектация', 'support': 1}, {'attribute_key': 'российский размер', 'support': 1}, {'attribute_key': 'размер товаров для животных', 'support': 1}, {'attribute_key': 'размеры, мм', 'support': 1}]",147,132,15,0.8979591836734694,19,18,1,0.9473684210526315,17,2,rp_f3d8fc880ca884cde2d697d7;rp_ba1e430c97cad41342e2e5ff;rp_3638afb7fec8f1a46de077ae,s | s | 6 см
gen_stat_5c5d32ab66b314f2,stat_5c5d32ab66b314f2,STAT_LABEL0_MIN2_P80,0,size_range,different_value,statistical_atomic_difference,Диапазон размеров,"Создай товар, где характеристику «Диапазон размеров» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Товары для животных,override,2,"[{'attribute_key': 'размер животного', 'support': 2}, {'attribute_key': 'комплектация', 'support': 1}]",19,17,2,0.8947368421052632,3,3,0,1.0,3,0,rp_fcf15233b2fa7cef7006d0af;rp_ac875b759d425614ea5d133a;rp_bad361b9317a2ef4e4ab7c7b,28-40 см | 40-55 | l-xl
gen_stat_50e2093c2196a51f,stat_50e2093c2196a51f,STAT_LABEL0_UNANIMOUS_OVERRIDE,0,target_age,different_value,statistical_atomic_difference,Возраст животного,"Создай товар, где характеристику «Возраст животного» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Товары для животных,override,2,"[{'attribute_key': 'возраст животного', 'support': 2}]",101,80,21,0.7920792079207921,2,2,0,1.0,1,1,rp_e7ba8b4abaad0a2cc2bcd522;rp_239aa9aba4fa1f79e63ac473;rp_a673644d795c58085fcf77b1,взрослые; маленькие; пожилые | взрослые; маленькие | для маленьких
gen_stat_e95dd4fd7c701160,stat_e95dd4fd7c701160,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,volume,different_value,statistical_atomic_difference,Объем,"Создай товар, где характеристику «Объем» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Товары для животных'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Товары для животных,override,4,"[{'attribute_key': 'объем', 'support': 4}, {'attribute_key': 'объем, мл', 'support': 3}, {'attribute_key': 'объем, л', 'support': 2}, {'attribute_key': 'объем наполнителя для животных', 'support': 1}, {'attribute_key': 'объем (мл)', 'support': 1}]",82,70,12,0.8536585365853658,14,12,2,0.8571428571428571,12,2,rp_f3d8fc880ca884cde2d697d7;rp_270adccfbaf649670440b5f8;rp_8b9fc7427c23a1f32c28b2e0,145 | 75 мл | 2л
gen_stat_50ece90f5cd7e94c,stat_50ece90f5cd7e94c,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,color_code,different_value,statistical_atomic_difference,Название цвета,"Создай товар, где характеристику «Название цвета» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Хобби и творчество'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Хобби и творчество,override,2,"[{'attribute_key': 'название цвета', 'support': 2}, {'attribute_key': 'цвет товара', 'support': 1}]",33,31,2,0.9393939393939394,9,8,1,0.8888888888888888,8,1,rp_2ccc835d6d0599849adebb8b;rp_dc2330584babbbdeea40f4af;rp_47fbdb2286fc66b8992eb16b,8990 | 301 | 2626
gen_stat_2f090dd3912f3fef,stat_2f090dd3912f3fef,STAT_LABEL0_MIN2_P80,0,diameter,different_value,statistical_atomic_difference,Диаметр,"Создай товар, где характеристику «Диаметр» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Хобби и творчество'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Хобби и творчество,static_pair_rule_mapping,5,"[{'attribute_key': 'диаметр спиц, мм', 'support': 5}, {'attribute_key': 'диаметр спицы', 'support': 3}, {'attribute_key': 'размер, мм', 'support': 1}, {'attribute_key': 'толщина, мм', 'support': 1}]",85,79,6,0.9294117647058824,16,13,3,0.8125,12,4,rp_8c5c635a68751f664fb685bb;rp_932b08dacbaf9ec080ea6ebc;rp_bfc1cadce0997bb05071c24b,"7мм | 4 | 2,5"
gen_stat_f7942e3f511910b8,stat_f7942e3f511910b8,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,length,different_value,statistical_atomic_difference,Длина,"Создай товар, где характеристику «Длина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Хобби и творчество'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Хобби и творчество,override,6,"[{'attribute_key': 'длина, см', 'support': 6}, {'attribute_key': 'длина спицы', 'support': 2}, {'attribute_key': 'длина молнии', 'support': 1}, {'attribute_key': 'длина намотки (м)', 'support': 1}, {'attribute_key': 'длина, м', 'support': 1}]",137,124,13,0.9051094890510949,18,18,0,1.0,16,2,rp_8c5c635a68751f664fb685bb;rp_48832d30199d28ae0c112951;rp_ac7e56afb864594b09014db3,40см | 100 см | 22.9
gen_stat_dabb0713f6bc4afa,stat_dabb0713f6bc4afa,STAT_LABEL0_MIN2_P80,0,packaging_contents,different_value,statistical_atomic_difference,комплектация,"Создай товар, где характеристику «комплектация» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Хобби и творчество'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Хобби и творчество,dominant_singleton_evidence,4,"[{'attribute_key': 'комплектация', 'support': 4}]",4,4,0,1.0,2,2,0,1.0,2,0,rp_447e2582a1e3800fb8ff5a3f;rp_cb122f708766bd3975d47541;rp_da765a4fea50a9c7ebc28bd9,без клея в комплекте | товар в фабричной упаковке | крючок - 1 шт
gen_stat_bb4e433a9aaf27fd,stat_bb4e433a9aaf27fd,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,scent,different_value,statistical_atomic_difference,Аромат,"Создай товар, где характеристику «Аромат» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Хобби и творчество'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Хобби и творчество,override,3,"[{'attribute_key': 'аромат', 'support': 3}]",8,8,0,1.0,5,5,0,1.0,4,1,rp_640ddac424547fcb779ece58;rp_8ed70cd4231ddabdcc1b09d4;rp_02206d88248c44ce82617988,кокос и ваниль | initio oud for greatness | орхидея; роза; ландыш
gen_stat_c46f5080e96efc14,stat_c46f5080e96efc14,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,size,different_value,statistical_atomic_difference,Размер,"Создай товар, где характеристику «Размер» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Хобби и творчество'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Хобби и творчество,override,5,"[{'attribute_key': 'размеры, мм', 'support': 5}, {'attribute_key': 'формат фотографии', 'support': 3}, {'attribute_key': 'комплектация', 'support': 2}, {'attribute_key': 'ширина предмета', 'support': 1}, {'attribute_key': 'размер, мм', 'support': 1}]",208,196,12,0.9423076923076923,30,27,3,0.9,24,6,rp_bb70c1902de8f8cb2c1488b0;rp_ad8499127133156ff180e4b5;rp_8ec1ce3bec0d0a14abb37a35,19х24 см | 7.5x4.5см | 30*38
